Artist,Listeners,Peak,Peak_Listeners
The La Planta,"6,665,375",1341,"7,943,930"
Fabio Asher,"6,665,343",1464,"7,042,163"
S. Janaki,"6,654,270",1489,"6,961,111"
The Righteous Brothers,"6,652,138",1447,"7,534,641"
Fat Joe,"6,649,389",1173,"8,405,240"
Dennis Lloyd,"6,646,958",908,"10,566,810"
Vulgo FK,"6,646,655",944,"9,229,989"
Pixote,"6,640,691",1619,"7,050,851"
Neoni,"6,637,871",1442,"7,270,728"
Banda Los Recoditos,"6,628,735",1379,"6,734,535"
Carpenters,"6,627,645",428,"17,864,695"
Teto,"6,625,559",981,"7,893,583"
Cutting Crew,"6,625,486",1575,"6,708,931"
Pol Granch,"6,621,532",1266,"8,016,252"
Buffalo Springfield,"6,618,055",681,"13,151,503"
Nightcrawlers,"6,615,690",1172,"7,556,620"
Dhibu Ninan Thomas,"6,615,600",1530,"7,267,403"
MAX,"6,608,255",750,"11,143,093"
Steve Miller Band,"6,607,823",1032,"8,669,027"
JC Reyes,"6,606,263",1076,"9,331,055"
Eric Prydz,"6,601,031",1204,"8,587,163"
Duelo,"6,598,719",1438,"7,115,752"
HAYLA,"6,595,656",1291,"7,931,466"
José Feliciano,"6,593,543",62,"50,336,064"
Dadju,"6,592,131",1375,"7,369,953"
El Komander,"6,591,093",1093,"9,235,654"
iñigo quintero,"6,590,827",140,"28,969,719"
Sheryl Crow,"6,588,332",1054,"8,496,874"
Marilyn Manson,"6,586,074",1277,"7,805,126"
Léo Santana,"6,584,194",489,"12,793,052"
Ali Gatie,"6,581,062",756,"9,794,001"
KAYTRANADA,"6,579,379",894,"10,021,901"
Gurnazar,"6,578,679",1577,"6,935,565"
Valentino Merlo,"6,575,566",1185,"8,827,569"
Pradeep Kumar,"6,571,132",1641,"6,839,117"
Joe Jonas,"6,565,627",1530,"7,441,622"
Clarent,"6,564,844",1725,"6,567,129"
TrapLaudo,"6,562,777",965,"9,678,797"
The Cars,"6,561,754",1109,"8,188,185"
Shiraz Uppal,"6,559,053",1733,"6,559,053"
Robert Miles,"6,557,518",996,"8,703,859"
Gryffin,"6,556,931",654,"10,446,335"
Janieck,"6,550,576",1453,"7,518,019"
Ashanti,"6,546,775",1326,"7,566,417"
Tom Walker,"6,545,870",1077,"8,610,478"
Grimes,"6,534,836",1449,"7,125,333"
Toby Keith,"6,525,738",844,"10,755,536"
Dylan Scott,"6,520,313",1262,"8,124,241"
Mufasa & Hypeman,"6,517,578",1417,"6,778,711"
Omar Montes,"6,511,997",853,"11,031,583"
Jere Klein,"6,508,992",601,"13,082,461"
Arthur Nery,"6,506,815",1704,"6,733,455"
Lalo Ebratt,"6,504,793",1289,"6,848,168"
Gente De Zona,"6,499,800",1162,"7,669,082"
Young Nudy,"6,497,707",788,"10,428,436"
DIVINE,"6,495,861",1360,"7,059,161"
Hollow Coves,"6,492,159",1489,"7,291,823"
MC Kevinho,"6,492,088",1563,"6,588,425"
Kaique e Felipe,"6,483,989",1293,"8,484,988"
El Chapo De Sinaloa,"6,483,381",1295,"7,980,278"
DJ WN,"6,478,506",1039,"9,562,172"
La Receta,"6,476,348",1481,"7,558,577"
Perera DJ,"6,471,819",1300,"7,623,352"
Ariel Camacho y Los Plebes Del Rancho,"6,470,726",1758,"6,530,125"
Valentín Elizalde,"6,470,580",1509,"6,905,596"
Ninho,"6,468,964",1193,"7,556,733"
Katrina & The Waves,"6,468,294",1249,"7,316,639"
MC Leozinho ZS,"6,467,656",1762,"6,467,656"
Pineapple StormTv,"6,466,131",1118,"8,011,329"
YG Marley,"6,464,347",302,"20,937,982"
Chandra Bose,"6,464,220",1667,"6,916,084"
Phoenix,"6,463,849",1477,"7,152,731"
Cheat Codes,"6,459,903",608,"10,975,050"
Dímelo Flow,"6,459,110",632,"13,279,047"
Alexandra Stan,"6,458,312",1465,"7,102,127"
Puyalo Pantera,"6,453,440",1770,"6,453,440"
Don McLean,"6,450,580",1117,"7,945,750"
Garry Sandhu,"6,450,255",1379,"7,208,016"
Los Socios Del Ritmo,"6,449,487",1585,"7,213,939"
Jyotica Tangri,"6,441,963",1508,"7,335,563"
J Abdiel,"6,441,229",1003,"9,883,625"
Alejandra Guzman,"6,439,039",1660,"6,658,804"
Sfera Ebbasta,"6,436,221",703,"11,111,971"
Lloyd,"6,433,590",1773,"6,433,590"
Stevie Nicks,"6,431,176",1461,"7,000,970"
JP Saxe,"6,423,362",898,"9,580,582"
Hippie Sabotage,"6,422,299",1217,"7,555,529"
James Carter,"6,420,716",582,"11,924,918"
Gianluca Grignani,"6,418,313",1664,"6,418,313"
Ricchi E Poveri,"6,417,061",1199,"8,252,737"
Inner Circle,"6,415,492",1524,"7,111,103"
Creeds,"6,414,751",963,"9,915,553"
Mc Ster,"6,412,384",1758,"6,583,312"
808iuli,"6,409,715",1317,"8,109,616"
Billy Ocean,"6,406,668",1497,"7,084,011"
Río Roma,"6,404,328",1021,"7,654,530"
NDX A.K.A.,"6,403,565",1791,"6,403,565"
Dedublüman,"6,392,828",1705,"6,676,227"
Simply Red,"6,391,477",1488,"6,979,913"
Uzielito Mix,"6,386,768",705,"11,822,681"
Sameer Anjaan,"6,379,651",1473,"7,578,832"
Gravagerz,"6,377,745",1796,"6,377,745"
Kapil Kapilan,"6,372,857",1677,"6,734,014"
Vengaboys,"6,371,530",1790,"6,432,951"
Mr. Probz,"6,371,514",1320,"7,029,177"
Shinedown,"6,367,394",1511,"7,046,950"
Queens of the Stone Age,"6,364,027",1037,"8,472,804"
George Benson,"6,363,170",1598,"6,895,398"
Tz da Coronel,"6,357,687",1026,"9,245,497"
Yeri Mua,"6,355,454",853,"10,520,428"
Betsy,"6,352,627",1786,"6,483,630"
Alexis y Fido,"6,348,850",1197,"8,909,993"
La Roux,"6,344,797",1364,"7,924,091"
Deep Purple,"6,337,053",1331,"6,953,828"
The Vamps,"6,336,185",871,"8,853,137"
Tayc,"6,335,693",948,"10,101,485"
K. J. Yesudas,"6,334,679",1672,"6,790,414"
ACRAZE,"6,332,382",577,"11,380,380"
Hugh Jackman,"6,332,373",1464,"7,362,541"
BM,"6,329,195",1083,"8,811,798"
Alice Deejay,"6,329,132",1815,"6,329,132"
DJ ANXVAR,"6,321,852",1815,"6,321,852"
Gigamesh,"6,321,039",1478,"7,157,637"
Bappi Lahiri,"6,320,908",1767,"6,402,734"
88rising,"6,319,420",1034,"7,606,297"
DG e Batidão Stronda,"6,313,494",1737,"6,655,448"
Javed Akhtar,"6,304,667",1686,"6,562,942"
Stealers Wheel,"6,301,893",1275,"8,007,464"
Dwayne Johnson,"6,298,891",1805,"6,368,015"
"Héctor ""El Father""","6,294,879",1713,"6,659,253"
Duncan Dhu,"6,294,124",1792,"6,320,963"
Good Charlotte,"6,289,879",1549,"6,990,936"
Sanjay Leela Bhansali,"6,289,775",1234,"7,529,143"
The Wanted,"6,287,242",1178,"7,824,686"
V,"6,287,007",558,"13,087,990"
The Magician,"6,284,507",1448,"7,448,360"
Omar Apollo,"6,282,548",592,"11,377,789"
Woodkid,"6,282,031",1322,"8,261,291"
Social House,"6,279,659",1176,"7,251,232"
DJ FKU,"6,279,346",951,"9,963,180"
Gnarls Barkley,"6,278,857",784,"10,449,273"
Pink Sweat$,"6,269,504",696,"10,134,814"
Young the Giant,"6,266,986",1181,"8,031,927"
Gala,"6,266,621",1420,"7,210,635"
"Dream, Ivory","6,265,249",1514,"7,391,972"
Vaundy,"6,264,726",1729,"6,264,726"
FKJ,"6,259,425",1072,"9,015,890"
Brando,"6,256,280",1124,"8,484,693"
Hardwell,"6,255,929",1070,"7,807,224"
Simran Choudhary,"6,253,898",1073,"9,495,117"
Genesis,"6,244,923",1096,"7,961,011"
Remmy Valenzuela,"6,244,364",1846,"6,295,592"
Mamta Sharma,"6,242,685",1847,"6,242,685"
Panter Bélico,"6,242,669",1123,"8,452,106"
Plain White T's,"6,237,268",1345,"7,291,118"
Kavita Seth,"6,235,241",1046,"8,494,449"
Mc Kevin,"6,228,603",1418,"7,305,038"
Shalmali Kholgade,"6,228,520",1618,"6,582,348"
Prezioso,"6,227,237",1189,"8,128,818"
ATB,"6,227,183",1355,"7,310,007"
KSI,"6,224,949",743,"12,222,576"
Dudy Oris,"6,223,595",1116,"9,199,936"
Mc Magal,"6,221,949",1857,"6,221,949"
Manim Vaqueiro,"6,221,679",926,"10,154,894"
Delacruz,"6,221,623",1446,"7,499,284"
Mckyyy,"6,220,461",1439,"7,738,369"
Dallass,"6,219,149",1249,"6,890,974"
Five Finger Death Punch,"6,214,373",1192,"7,365,100"
Fonseca,"6,211,905",1363,"6,757,897"
Joe Cocker,"6,209,989",1364,"7,150,193"
SNAP!,"6,207,663",1865,"6,246,274"
DJ Guh Mix,"6,201,009",1861,"6,275,757"
New Order,"6,195,832",1257,"6,523,858"
Aastha Gill,"6,194,522",1548,"7,146,612"
sped up nightcore,"6,187,374",300,"17,931,530"
Blxst,"6,183,696",771,"9,488,271"
Murillo e LT no Beat,"6,182,971",975,"9,628,998"
Amaarae,"6,181,922",905,"10,695,192"
Victony,"6,181,813",1453,"7,362,836"
Marisela,"6,181,423",1353,"7,870,024"
Rob Zombie,"6,179,489",1495,"7,375,209"
Hades66,"6,177,032",1340,"7,090,026"
AUR,"6,176,341",1002,"9,236,114"
Corinne Bailey Rae,"6,174,060",1356,"7,519,222"
LP,"6,170,100",1429,"7,016,850"
Polaris,"6,168,828",1613,"6,832,833"
Yebba,"6,166,131",1362,"7,328,580"
Maelo Ruiz,"6,163,786",1842,"6,338,387"
Frankie Valli & The Four Seasons,"6,163,744",1112,"8,115,571"
Naresh Kamath,"6,161,214",1884,"6,161,214"
Redbone,"6,158,718",647,"13,735,798"
MC LONE,"6,158,002",1774,"6,554,547"
Wale,"6,155,083",1222,"7,657,188"
Darius Rucker,"6,154,538",1070,"8,817,451"
Yot Club,"6,148,050",1106,"8,234,421"
Beck,"6,147,098",1214,"7,510,815"
Sheila On 7,"6,145,774",1589,"6,675,547"
Virlan Garcia,"6,139,006",1332,"7,464,163"
Corona,"6,138,006",1880,"6,242,321"
Liana Flores,"6,137,421",1579,"7,088,216"
reidenshi,"6,134,576",1416,"7,227,969"
Sofi Tukker,"6,132,920",972,"8,283,427"
Kenny Chesney,"6,132,346",880,"9,743,331"
Gerardo Coronel,"6,131,356",806,"9,613,040"
Quality Control,"6,131,113",1305,"6,462,956"
Paresh Kamath,"6,125,126",1900,"6,125,126"
Michael Kiwanuka,"6,123,129",1648,"6,813,769"
Sam Hunt,"6,121,147",770,"10,404,841"
Lauren Daigle,"6,120,771",1330,"7,416,297"
Apache 207,"6,120,091",1239,"7,326,619"
Parmish Verma,"6,120,033",1156,"7,896,722"
Guilherme & Santiago,"6,107,845",1704,"6,755,912"
TOKYOPHILE,"6,101,061",1907,"6,101,061"
Tiakola,"6,100,008",1230,"7,581,179"
Libianca,"6,098,060",254,"21,800,126"
Bonn,"6,089,887",1544,"7,009,704"
Pantera,"6,089,089",1525,"6,715,515"
Nena,"6,081,926",1691,"6,391,384"
Ludacris,"6,080,739",1227,"7,331,813"
Hillsong Worship,"6,077,491",1546,"6,365,094"
Stone Temple Pilots,"6,074,485",1371,"6,880,970"
Mabel,"6,073,294",749,"9,481,688"
Los Gemelos De Sinaloa,"6,064,356",1584,"6,064,356"
Gloria Estefan,"6,061,624",1163,"7,479,364"
Cordae,"6,061,450",689,"11,325,024"
Marta Sánchez,"6,059,531",1399,"6,769,023"
Jessie Reyez,"6,058,508",241,"21,763,207"
Prasoon Joshi,"6,058,415",1922,"6,058,415"
Parson James,"6,057,479",1540,"7,111,448"
Ami Mishra,"6,053,499",1923,"6,053,499"
Trevor Daniel,"6,053,321",968,"9,590,211"
Tom Rosenthal,"6,050,864",1288,"6,768,536"
Maki,"6,048,667",1387,"7,572,344"
Umair,"6,034,936",1928,"6,034,936"
Zoe Wees,"6,033,480",1130,"8,361,402"
Jacquees,"6,033,273",1629,"6,108,361"
Hesham Abdul Wahab,"6,025,795",1387,"6,880,506"
Mansheel Gujral,"6,022,072",1932,"6,022,072"
Sezen Aksu,"6,021,693",1730,"6,132,087"
Ginuwine,"6,021,581",1343,"6,744,656"
Cookin' On 3 Burners,"6,017,281",1181,"8,728,038"
Antonio Vivaldi,"6,015,280",1549,"7,064,842"
$werve,"6,007,751",1915,"6,007,751"
Jerry Rivera,"6,006,221",1827,"6,317,804"
Ivete Sangalo,"6,003,147",749,"11,525,185"
GAMPER & DADONI,"5,998,847",1142,"7,881,698"
Jay R,"5,997,420",1249,"8,465,625"
Carlos Baute,"5,996,601",1183,"7,658,070"
M. M. Keeravaani,"5,989,518",1058,"7,564,940"
Phantogram,"5,984,258",1252,"6,704,724"
Estelle,"5,980,118",1713,"6,457,120"
BANNERS,"5,979,354",1183,"7,381,611"
Koe Wetzel,"5,977,211",1236,"8,269,844"
Shenseea,"5,977,082",1083,"9,120,671"
THE BOX,"5,976,483",1472,"7,305,421"
thiarajxtt,"5,973,608",1533,"7,220,229"
Four Tops,"5,965,178",1465,"7,055,964"
Sushin Shyam,"5,965,113",1252,"8,356,671"
Roberto Carlos,"5,959,903",1593,"6,394,957"
Nacho,"5,959,702",1460,"5,959,702"
Ana Bárbara,"5,956,561",1387,"6,206,311"
Angèle,"5,954,823",1404,"6,894,971"
Claude Debussy,"5,954,654",1500,"6,362,621"
Lalo Rodriguez,"5,953,043",1789,"6,503,821"
Jennifer Warnes,"5,950,805",1732,"5,995,589"
Ari Abdul,"5,943,805",1635,"5,999,074"
SDM,"5,942,371",1760,"6,412,469"
Abel Pintos,"5,941,955",1666,"6,141,431"
Olivia Dean,"5,940,211",1963,"5,940,211"
Código FN,"5,938,730",1032,"9,044,494"
JACKBOYS,"5,932,817",1269,"6,876,798"
Up Dharma Down,"5,930,861",1861,"6,007,914"
Manu,"5,928,695",935,"9,794,583"
Santigold,"5,925,594",816,"11,592,317"
Vanessa Carlton,"5,925,197",1662,"6,386,682"
Cup of Joe,"5,925,051",1896,"6,027,029"
Why Don't We,"5,921,070",881,"9,309,552"
Savage Garden,"5,916,990",1487,"7,420,872"
Aaron Smith,"5,916,626",1338,"7,694,455"
LF SYSTEM,"5,912,016",1228,"8,406,731"
Al Green,"5,911,846",1367,"7,405,318"
La Mosca Tse-Tse,"5,911,523",1708,"6,319,822"
Sam Fender,"5,910,609",1038,"9,077,301"
Tippu,"5,908,000",1904,"5,989,142"
SEVENTEEN,"5,907,598",889,"9,240,435"
Steely Dan,"5,905,293",1488,"6,420,590"
The Calling,"5,904,340",1324,"7,767,851"
Max McNown,"5,904,336",1580,"7,246,717"
Marnik,"5,898,016",1072,"9,016,102"
Krono,"5,896,354",1333,"7,709,849"
Zack Tabudlo,"5,894,220",993,"8,641,464"
Ella Fitzgerald,"5,892,897",191,"28,395,136"
RADWIMPS,"5,882,988",1315,"6,704,898"
Mr. Belt & Wezol,"5,882,430",1010,"9,705,318"
The Alchemist,"5,875,959",1120,"7,310,016"
NBSPLV,"5,874,834",1258,"7,406,470"
Michael Giacchino,"5,873,452",1616,"6,418,207"
41,"5,872,523",1577,"7,014,783"
Blood Orange,"5,870,607",1840,"6,046,579"
Ovi,"5,868,808",1106,"7,391,087"
Ed Maverick,"5,866,955",1492,"6,811,162"
Aitch,"5,864,910",773,"9,426,643"
Miranda Lambert,"5,860,481",847,"9,945,780"
Super Yei,"5,854,922",1886,"6,001,878"
Big Thief,"5,854,010",1845,"6,045,726"
Seventeen,"5,847,143",1167,"8,279,783"
Tinlicker,"5,845,401",1111,"8,679,222"
Armenta,"5,845,251",2002,"5,845,251"
Rainbow Kitten Surprise,"5,844,504",1093,"8,812,010"
Kevin AMF,"5,841,978",1091,"9,415,420"
Budi Doremi,"5,840,299",1508,"6,312,262"
Cavetown,"5,839,712",1114,"7,192,919"
Lil Jon,"5,838,564",1172,"8,330,806"
HYBS,"5,829,695",1346,"7,654,400"
Miggy Dela Rosa,"5,828,375",581,"11,442,944"
Pierce The Veil,"5,824,687",1629,"6,025,555"
Lomiiel,"5,821,098",891,"10,748,118"
Lauren Spencer Smith,"5,817,800",904,"9,427,721"
Semicenk,"5,814,863",1480,"7,457,080"
Klaas,"5,813,031",1592,"6,425,498"
MC Paulin da Capital,"5,812,532",1150,"8,762,806"
Carly Simon,"5,811,481",1483,"7,016,910"
Sash!,"5,811,035",1089,"8,199,995"
Matt Maltese,"5,804,316",1189,"8,240,255"
VIZE,"5,801,286",916,"9,673,119"
Supermode,"5,797,539",1426,"7,281,367"
ANAVITÓRIA,"5,797,516",1953,"6,023,331"
LeAnn Rimes,"5,795,704",1987,"5,958,141"
Sub Urban,"5,795,405",1361,"6,257,064"
Skepta,"5,788,908",1465,"6,960,443"
Tom Jones,"5,785,843",1479,"7,112,709"
Lifehouse,"5,784,307",1770,"5,976,548"
The Living Tombstone,"5,779,884",738,"10,920,356"
Aminé,"5,775,107",632,"11,894,189"
Robin Thicke,"5,774,572",1657,"5,828,885"
Axwell,"5,773,634",1758,"6,309,246"
MC Saci,"5,763,373",781,"11,475,645"
Nate Traveller,"5,762,261",2031,"5,762,261"
Massive Attack,"5,761,877",2033,"5,761,877"
The Greatest Showman Ensemble,"5,760,413",1685,"6,555,205"
Hal,"5,755,285",1834,"6,346,840"
Shraddha Kapoor,"5,755,253",2036,"5,755,253"
Damian Marley,"5,753,996",1499,"6,909,318"
Royal Philharmonic Orchestra,"5,752,499",1151,"9,164,113"
L-Gante,"5,752,252",1045,"7,518,307"
Ben&Ben,"5,752,251",1694,"6,133,370"
Pedro Lotto,"5,749,280",1134,"8,332,406"
ChiChi Peralta,"5,743,955",1888,"6,224,363"
DJ BOY,"5,742,170",1708,"6,258,214"
Espinoza Paz,"5,740,761",2044,"5,740,761"
Yuri,"5,739,575",1242,"8,653,047"
Adie,"5,737,622",1892,"5,891,279"
Chefin,"5,735,445",975,"9,515,372"
Rick Springfield,"5,735,291",1600,"6,969,013"
Skillibeng,"5,729,704",669,"12,842,008"
Chalino Sanchez,"5,721,920",1929,"6,115,414"
The Bangles,"5,720,487",1629,"6,024,943"
George Henrique & Rodrigo,"5,716,856",1024,"9,297,307"
BONES,"5,714,088",994,"7,968,560"
Belo,"5,709,021",1923,"6,147,370"
Extreme,"5,708,774",1696,"5,708,774"
N.W.A.,"5,708,014",1558,"6,177,972"
A-Trak,"5,707,700",1753,"6,405,074"
Jamiroquai,"5,706,618",1733,"6,086,034"
Chitãozinho & Xororó,"5,705,012",1611,"6,439,152"
Donna Summer,"5,702,950",1577,"6,062,032"
Pancho Barraza,"5,702,522",1978,"5,786,235"
Nuzio Medeiros,"5,702,220",2062,"5,702,220"
Belinda Carlisle,"5,701,413",1889,"5,801,574"
xxanteria,"5,700,785",1222,"8,223,239"
Dabzee,"5,696,900",1603,"6,697,619"
Batas Senja,"5,683,330",1737,"6,060,398"
Tribbs,"5,681,192",1021,"9,550,305"
Damso,"5,679,633",1571,"6,049,902"
Daler Mehndi,"5,678,395",2069,"5,678,395"
Village People,"5,677,779",1958,"5,677,779"
Sara Bareilles,"5,671,672",1397,"6,548,202"
Bea Miller,"5,669,062",1078,"7,414,206"
Swarnalatha,"5,658,311",2018,"5,695,894"
Christopher Jackson,"5,658,123",2074,"5,677,405"
The Kinks,"5,656,384",1256,"7,654,624"
Tarcísio do Acordeon,"5,650,345",1294,"7,270,029"
Codiciado,"5,648,950",1171,"7,311,880"
Sleeping At Last,"5,647,917",1144,"7,891,847"
Bobby Pulido,"5,647,571",1557,"6,392,209"
Elefante,"5,646,939",1825,"5,860,088"
CERES,"5,645,682",1240,"8,277,134"
Anurag Kulkarni,"5,645,261",2079,"5,645,261"
J Abecia,"5,644,491",1642,"7,005,775"
raissa anggiani,"5,628,263",1365,"6,827,986"
twocolors,"5,624,280",1370,"6,983,839"
Luis Mexia,"5,623,345",1378,"6,219,575"
Leony,"5,622,869",993,"9,789,941"
Ski Aggu,"5,613,153",1386,"7,602,699"
TAEYANG,"5,612,795",1044,"8,196,400"
Rich Amiri,"5,612,126",676,"12,434,212"
Route 94,"5,610,637",2091,"5,610,637"
Pablo Chill-E,"5,609,091",999,"9,791,126"
Kristen Bell,"5,608,895",1519,"7,508,214"
Dj Yuri Pedrada,"5,607,326",2092,"5,689,628"
Waka Flocka Flame,"5,606,444",1472,"6,430,866"
Dr. Alban,"5,604,789",2093,"5,689,499"
Bryan Martin,"5,601,372",1429,"7,392,550"
Simge,"5,599,080",1798,"6,082,947"
Grupo Mojado,"5,596,152",1874,"6,013,196"
CNCO,"5,587,424",901,"8,273,953"
Zach Top,"5,585,072",2101,"5,585,072"
Tyler Braden,"5,578,737",2094,"5,600,878"
JR Torres,"5,575,661",2103,"5,575,661"
Mc Poze do Rodo,"5,575,246",1169,"8,583,708"
Mark Morrison,"5,574,669",1329,"7,929,384"
La Santa Grifa,"5,574,526",1928,"5,815,041"
Jeff Buckley,"5,573,487",2105,"5,624,836"
Gur Sidhu,"5,568,402",1701,"6,032,957"
Natalie Cole,"5,563,889",1675,"6,323,779"
The Cinematic Orchestra,"5,563,858",1458,"6,914,584"
Nathan Evans,"5,563,370",1571,"6,470,712"
Ikka,"5,562,662",1570,"6,805,552"
Nyoman Paul,"5,554,559",1778,"6,405,104"
G Herbo,"5,552,765",1175,"7,665,492"
Aaliyah,"5,549,493",1248,"7,854,737"
Savi Kahlon,"5,548,600",1617,"6,805,382"
Takeoff,"5,548,491",635,"10,587,587"
Sanam,"5,545,993",1537,"6,025,452"
Mc Laranjinha,"5,541,914",1178,"8,501,085"
Kenny Dope,"5,537,806",1290,"8,039,146"
Wyclef Jean,"5,537,588",1606,"6,137,877"
Take That,"5,534,505",1585,"6,456,209"
Mc Magrinho,"5,533,712",1288,"7,681,537"
Red Velvet,"5,533,144",1034,"7,780,995"
Los Plebes del Rancho de Ariel Camacho,"5,531,603",1687,"5,951,769"
Angus & Julia Stone,"5,530,470",1698,"6,265,122"
Payung Teduh,"5,526,052",2097,"5,716,532"
Alex Gaudino,"5,524,522",1832,"5,941,546"
Janet Jackson,"5,520,169",1438,"5,941,209"
Boy Wonder CF,"5,518,873",1708,"6,342,253"
Mano,"5,516,622",1971,"5,854,389"
DJ JOAO DA INESTAN,"5,514,154",1366,"7,615,635"
Los Auténticos Decadentes,"5,508,610",1292,"6,390,639"
Neto Peña,"5,505,875",1524,"6,734,799"
SLANDER,"5,505,282",1001,"8,719,324"
BLOK3,"5,504,123",2057,"5,770,043"
Sido,"5,503,188",1427,"6,293,463"
REO Speedwagon,"5,502,631",1393,"7,462,185"
ThxSoMch,"5,497,871",783,"9,386,209"
Jakes Bejoy,"5,494,196",1786,"5,681,771"
Madcon,"5,493,465",1790,"6,532,252"
Trinix,"5,491,387",1270,"7,795,002"
BoyWithUke,"5,490,679",743,"9,580,542"
The Hollies,"5,490,269",1397,"7,439,225"
Richard Marx,"5,489,757",1921,"5,793,041"
Hillsong UNITED,"5,488,999",1641,"5,902,984"
Dopamine,"5,478,578",1410,"6,442,156"
A Touch Of Class,"5,478,013",1445,"6,716,045"
Nicky Romero,"5,476,669",1565,"6,125,301"
Oxlade,"5,475,640",1192,"7,603,048"
Neo Beats,"5,475,446",956,"8,012,871"
Roar,"5,474,932",1002,"7,895,115"
Meiska,"5,473,786",2020,"5,702,234"
Antonio Aguilar,"5,472,747",1978,"6,001,445"
Ramones,"5,472,008",1270,"7,387,634"
Varun Grover,"5,471,645",2002,"5,767,281"
Prashant Ingole,"5,470,005",1765,"6,292,583"
MC Xangai,"5,469,843",2149,"5,546,258"
Niska,"5,469,173",1740,"6,021,632"
Eiffel 65,"5,467,279",1586,"5,725,560"
La Sonora Dinamita,"5,459,703",1691,"6,577,340"
Maverick City Music,"5,455,761",1843,"6,182,913"
Geolier,"5,454,249",1238,"7,983,824"
The Monkees,"5,449,053",1180,"9,067,234"
Young Cister,"5,449,010",2049,"5,458,672"
Pesado,"5,447,944",1156,"8,165,012"
Miky Woodz,"5,447,736",1779,"6,041,232"
Kah-Lo,"5,441,706",1993,"5,772,297"
Guè,"5,440,346",1601,"6,735,153"
Martin Solveig,"5,438,826",1465,"6,162,897"
Humberto & Ronaldo,"5,437,247",893,"10,581,548"
Beret,"5,435,151",1344,"6,605,918"
Bausa,"5,431,286",1624,"6,657,503"
MC GH do 7,"5,430,121",932,"9,797,437"
Mxrci,"5,426,890",1501,"7,112,029"
The Proclaimers,"5,424,607",1304,"7,517,411"
Dimension Latina,"5,424,192",1806,"6,184,690"
MC Bruno MS,"5,420,544",2178,"5,420,544"
Sofía Reyes,"5,418,371",607,"12,276,010"
Nico & Vinz,"5,416,626",1421,"7,512,860"
Travie McCoy,"5,415,784",1073,"9,499,530"
Suara Kayu,"5,411,469",1870,"6,130,980"
Lil Pump,"5,408,432",1064,"7,549,525"
R.K.M & Ken-Y,"5,405,164",1615,"5,636,101"
Akhil,"5,403,244",1079,"8,166,073"
Cameron Whitcomb,"5,400,159",2186,"5,400,159"
BLOND:ISH,"5,392,461",2187,"5,392,461"
Rob49,"5,391,491",1122,"8,014,400"
Keala Settle,"5,391,407",1725,"6,334,829"
GROUPLOVE,"5,390,028",1096,"9,113,568"
Sam C.S.,"5,389,772",1398,"6,852,244"
Yura Yunita,"5,388,972",1377,"7,417,535"
AJ Tracey,"5,388,945",1636,"6,646,328"
Edward Sharpe & The Magnetic Zeros,"5,387,295",1575,"6,824,377"
Dewa,"5,386,767",1800,"5,812,937"
CamelPhat,"5,386,198",1512,"7,035,062"
Baby Rasta,"5,373,946",609,"10,986,033"
House Of Pain,"5,370,688",1872,"5,938,385"
ZICO,"5,368,283",901,"10,534,342"
Barry White,"5,367,601",2101,"5,615,190"
Marracash,"5,367,500",1841,"5,579,054"
Los Abuelos De La Nada,"5,367,151",1992,"5,731,290"
Hamsika Iyer,"5,361,388",1936,"5,921,442"
Cypress Hill,"5,358,764",1349,"6,986,666"
Pat Benatar,"5,356,674",1673,"5,988,067"
Sam Martin,"5,355,879",2206,"5,355,879"
Öwnboss,"5,350,933",1064,"7,477,810"
sped up + slowed,"5,346,432",640,"11,797,289"
Djonga,"5,344,921",1376,"7,011,516"
Joaquin Medina,"5,340,167",847,"10,467,574"
Rich The Kid,"5,340,031",130,"32,410,422"
Vivek,"5,339,176",2069,"5,665,736"
Ken-Y,"5,336,115",1863,"5,554,765"
Spandau Ballet,"5,334,430",2188,"5,340,814"
RSCL,"5,332,566",1522,"7,225,063"
Gipsy Kings,"5,332,527",1756,"6,215,166"
Blu Cantrell,"5,323,535",2012,"5,744,181"
adore,"5,320,206",2199,"5,385,555"
Pinkfong,"5,318,282",2050,"5,654,258"
Juhn,"5,315,995",1634,"6,593,948"
The xx,"5,314,355",1504,"6,475,459"
INTERWORLD,"5,312,561",711,"10,809,092"
Daniel Hope,"5,311,184",1778,"5,851,053"
Ranjith Govind,"5,307,611",2101,"5,442,134"
Los Fabulosos Cadillacs,"5,307,450",1550,"6,717,181"
nimino,"5,307,200",2096,"5,542,091"
Melody,"5,307,172",1159,"7,720,840"
Mandy Moore,"5,305,209",1803,"5,413,499"
Judika,"5,304,030",1891,"6,132,623"
KXLLSWXTCH,"5,299,644",1131,"8,002,307"
Matt Hansen,"5,298,718",1534,"6,819,799"
Dubdogz,"5,290,652",1538,"5,919,508"
King Gnu,"5,288,997",1504,"6,715,161"
Travis Barker,"5,287,994",855,"9,472,692"
Ghea Indrawari,"5,284,006",886,"9,641,695"
Fools Garden,"5,283,162",2084,"5,537,673"
Lazza,"5,279,602",1083,"7,325,144"
José Luis Perales,"5,273,015",2038,"5,873,226"
Geisha,"5,269,296",1150,"8,290,047"
Bethel Music,"5,269,217",2122,"5,269,217"
Yuki Chiba,"5,267,727",1982,"5,995,297"
Steve Angello,"5,267,116",2024,"5,619,561"
